Assembly IDs	0	1	operon	interested lineages	operon pro	show_text
GCA_001567445.1	-985.365732524518	146.87409325481275	no	Nitrospirae	no	Nitrospirae
GCA_001458735.1	-930.4405612543504	-99.80305232099546	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_011090395.1	-1080.7681751792277	416.5115284125505	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_019187335.1	-961.853698383055	120.99421520508172	no	Nitrospirae	no	Nitrospirae
GCA_003576955.1	-974.9825649132453	122.29718464330888	no	Nitrospirae	no	Nitrospirae
GCA_015709715.1	-986.5392435480004	125.11888919244448	no	Nitrospirae	no	Nitrospirae
GCA_011090335.1	-1067.940226685006	-227.115912754674	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_002380995.1	-1038.3881300207745	249.2369242383745	no	Nitrospirae	no	Nitrospirae
GCA_002451055.1	-878.19957022803	108.16163751015426	no	Nitrospirae	no	Nitrospirae
GCA_016873525.1	-801.9024375756794	242.1114058957401	no	Nitrospirae	no	Nitrospirae
GCA_902500715.1	-979.1576203024628	174.78968665511374	no	Nitrospirae	no	Nitrospirae
GCA_007280175.1	-819.2913391741685	422.04934554856527	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_002869895.2	-802.4984378644942	-14.131028886561428	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_009594825.1	-986.1468983139736	-142.82228871131966	no	Nitrospirae	no	Nitrospirae
GCA_018242725.1	-917.4264625330278	-83.21864507722437	no	Nitrospirae	no	Nitrospirae
GCA_002473245.1	-1101.565536988446	242.9587564973768	no	Nitrospirae	no	Nitrospirae
GCA_003456605.1	-1140.9663470130588	227.04444338306757	no	Nitrospirae	no	Nitrospirae
GCA_009692035.1	-950.1592752851004	-333.43369512291406	no	Nitrospirae	no	Nitrospirae
GCA_016201785.1	-920.2143533028382	386.4403490993327	no	Nitrospirae	no	Nitrospirae
GCA_005798745.1	-763.506373477263	249.7719640923459	no	Nitrospirae	no	Nitrospirae
GCA_013696305.1	-883.5643656840698	204.5655031017552	no	Nitrospirae	no	Nitrospirae
GCA_003248025.1	-1181.7669319194606	-226.13875008813176	no	Nitrospirae	no	Nitrospirae
GCA_009594945.1	-1021.597941967066	76.82103831672488	no	Nitrospirae	no	Nitrospirae
GCA_018060045.1	-1064.93182575686	232.2735151900108	no	Nitrospirae	no	Nitrospirae
GCA_005800255.1	-956.4873810580194	-255.07295878260663	no	Nitrospirae	no	Nitrospirae
GCA_903923295.1	-1216.8174678243663	-352.77797856998137	no	Nitrospirae	no	Nitrospirae
GCA_005793365.1	-1156.7634993336171	-21.597286771726324	no	Nitrospirae	no	Nitrospirae
GCA_005773025.1	-1148.6209304565389	-403.7625044465907	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_003247415.1	-1240.5238993698588	-179.31438428151617	no	Nitrospirae	no	Nitrospirae
GCA_005877775.1	-868.9211806361601	276.8003594758621	no	Nitrospirae	no	Nitrospirae
GCA_005116935.1	-1037.1259902480203	325.1217481430698	no	Nitrospirae	no	Nitrospirae
GCA_005793845.1	-850.1960318245112	391.3141551101031	no	Nitrospirae	no	Nitrospirae
GCA_005788665.1	-739.6110223640933	191.0479894219345	no	Nitrospirae	no	Nitrospirae
GCA_005116775.1	-858.5454460546721	-210.3010410944385	AMO	Nitrospirae	Nitro-AMO	Nitrospirae
GCA_005808805.1	-941.5557044411164	554.8602070937849	no	Nitrospirae	no	Nitrospirae
GCA_004296865.1	-840.0218804155379	252.1390971405908	no	Nitrospirae	no	Nitrospirae
GCA_016217635.1	-933.9885570220046	609.2311198504405	no	Nitrospirae	no	Nitrospirae
GCA_017879605.1	-1133.4922303044857	618.633301217818	no	Nitrospirae	no	Nitrospirae
GCA_004298335.1	-816.7618712780954	273.0033844873854	no	Nitrospirae	no	Nitrospirae
GCA_005877465.1	-1017.2523893283476	421.5435000218167	no	Nitrospirae	no	Nitrospirae
GCA_012033625.1	-1229.2133995482914	-559.603106667881	no	Nitrospirae	no	Nitrospirae
GCA_003247965.1	-1240.3851282556711	-344.0109757872752	no	Nitrospirae	no	Nitrospirae
GCA_016201805.1	-973.8125487199064	-334.68889449794125	no	Nitrospirae	no	Nitrospirae
GCA_005772995.1	-957.0364944099024	525.3076232573603	no	Nitrospirae	no	Nitrospirae
GCA_009842145.1	-748.9830314367313	344.53491618058115	no	Nitrospirae	no	Nitrospirae
GCA_005877575.1	-951.2411780398822	414.3300196117448	no	Nitrospirae	no	Nitrospirae
GCA_005877565.1	-892.2098482146494	-262.0080245572982	no	Nitrospirae	no	Nitrospirae
GCA_009840285.1	-731.8734482946405	315.8203444127229	no	Nitrospirae	no	Nitrospirae
GCA_005877525.1	-1015.4096378925252	-317.8663507761617	no	Nitrospirae	no	Nitrospirae
GCA_005877815.1	-1002.7370308550952	-202.5641307770165	no	Nitrospirae	no	Nitrospirae
GCA_001914545.1	-927.8694137569228	510.69110963299374	no	Nitrospirae	no	Nitrospirae
GCA_005877615.1	-948.9250107274124	-264.2090315516062	no	Nitrospirae	no	Nitrospirae
GCA_013694735.1	-905.6446620078824	485.1236845079522	no	Nitrospirae	no	Nitrospirae
GCA_005799365.1	-1054.5695657326005	-167.50334246561587	no	Nitrospirae	no	Nitrospirae
GCA_016199015.1	-1208.690516689457	147.70808270277	no	Nitrospirae	no	Nitrospirae
GCA_005808785.1	-837.6797045750205	321.84759659582073	no	Nitrospirae	no	Nitrospirae
GCA_011523385.1	-736.2224049057032	319.74351263515854	no	Nitrospirae	no	Nitrospirae
GCA_001724505.1	-1170.461378937942	427.7139163181615	no	Nitrospirae	no	Nitrospirae
GCA_001918075.1	-837.7573581384718	461.0361158595552	no	Nitrospirae	no	Nitrospirae
GCA_005116795.1	-972.4021115919636	466.6980457111188	no	Nitrospirae	no	Nitrospirae
GCA_012103275.1	-746.4948746845171	286.7340488106701	no	Nitrospirae	no	Nitrospirae
GCA_001914955.1	-873.6648951786356	404.99084761816505	no	Nitrospirae	no	Nitrospirae
GCA_011088105.1	-747.4259558844294	290.5354247323011	no	Nitrospirae	no	Nitrospirae
GCA_001917375.1	-1113.331809648329	-394.6832127730295	no	Nitrospirae	no	Nitrospirae
GCA_009842645.1	-750.3325738391061	348.822610449967	no	Nitrospirae	no	Nitrospirae
GCA_011087855.1	-863.1123099952938	-326.5634125287804	no	Nitrospirae	no	Nitrospirae
GCA_011054545.1	-981.341995744953	61.79196317182517	no	Nitrospirae	no	Nitrospirae
GCA_001919055.1	-870.0000901888089	449.8611840525818	no	Nitrospirae	no	Nitrospirae
GCA_005877855.1	-885.7709102763395	449.1665686862853	no	Nitrospirae	no	Nitrospirae
GCA_005877605.1	-851.3158285693665	281.3114457034146	no	Nitrospirae	no	Nitrospirae
GCA_009841415.1	-808.7212057344856	-309.23338185027177	no	Nitrospirae	no	Nitrospirae
GCA_001914935.1	-1086.353740605936	-427.2156285259552	no	Nitrospirae	no	Nitrospirae
GCA_009843795.1	-812.8338399645972	-294.61225459164865	no	Nitrospirae	no	Nitrospirae
GCA_005877505.1	-966.2010214457546	-295.75497144309674	no	Nitrospirae	no	Nitrospirae
GCA_013815965.1	-1182.9984407840338	-320.6354928875847	no	Nitrospirae	no	Nitrospirae
GCA_009844615.1	-820.3642169681659	-304.1741895561872	no	Nitrospirae	no	Nitrospirae
GCA_001920515.1	-930.3412888583132	558.3659124098556	no	Nitrospirae	no	Nitrospirae
GCA_018006055.1	-1119.0513709096606	597.4165193649375	no	Nitrospirae	no	Nitrospirae
GCA_001918505.1	-896.5329899058765	552.3521028010347	no	Nitrospirae	no	Nitrospirae
GCA_014534065.1	-1174.4578148444807	-266.40679690836606	no	Nitrospirae	no	Nitrospirae
GCA_005877795.1	-998.454464645089	-368.2613788935278	no	Nitrospirae	no	Nitrospirae
GCA_002238765.1	-774.0467607561632	397.466591092419	no	Nitrospirae	no	Nitrospirae
GCA_003695915.1	-912.0260233701192	-370.8725812255572	no	Nitrospirae	no	Nitrospirae
GCA_016200305.1	-989.3309239813892	-383.82478326911934	no	Nitrospirae	no	Nitrospirae
GCA_007570995.1	-721.268997460193	327.03990544168136	no	Nitrospirae	no	Nitrospirae
GCA_016201825.1	-799.0859258074221	-399.9656454954137	no	Nitrospirae	no	Nitrospirae
GCA_005772985.1	-1095.327357073585	605.2220222078741	no	Nitrospirae	no	Nitrospirae
GCA_001643555.1	-1043.4548951164322	-402.0774681673605	no	Nitrospirae	no	Nitrospirae
GCA_018005635.1	-1231.840468580292	540.5974603292694	no	Nitrospirae	no	Nitrospirae
GCA_009377845.1	-867.2008216398109	-335.46605766173053	no	Nitrospirae	no	Nitrospirae
GCA_013821375.1	-1035.3693656277328	-434.3190349618049	no	Nitrospirae	no	Nitrospirae
GCA_012270585.1	-777.9592602914391	-237.8341781710927	no	Nitrospirae	no	Nitrospirae
GCA_009836985.1	-820.298661771662	494.1864589902306	no	Nitrospirae	no	Nitrospirae
GCA_013817135.1	-950.294233818678	-417.82707152370136	no	Nitrospirae	no	Nitrospirae
GCA_000527095.1	122.21132455717344	-910.7179906629824	PMO	gamma	PMO	Gammaproteobacteria
GCF_000341735.1	409.55154222654267	-795.1891210047005	no	gamma	no	Gammaproteobacteria
GCA_005931095.1	373.3294410135552	-796.2048651472105	PMO	gamma	PMO	Gammaproteobacteria
GCA_002843155.1	202.04334219277948	-614.3600470990863	PMO	gamma	PMO	Gammaproteobacteria
GCA_006788925.1	270.14062193130604	-766.5778888210544	PMO	gamma	PMO	Gammaproteobacteria
GCA_000968535.1	354.0630412792527	-754.6391611625533	PMO	gamma	PMO	Gammaproteobacteria
GCA_004299305.1	170.8017157103849	-803.8901735611889	PMO	gamma	PMO	Gammaproteobacteria
GCA_016715325.1	24.52996369747463	-799.7652770541735	PXM	gamma	PXM	Gammaproteobacteria
GCA_004322395.1	171.3811760864647	-883.2091532860568	PMO	gamma	PMO	Gammaproteobacteria
GCA_002928965.1	253.4048556928312	-688.2315320249837	PMO	gamma	PMO	Gammaproteobacteria
GCA_018333785.1	277.5529213251289	-887.4939748169353	PMO	gamma	PMO	Gammaproteobacteria
GCA_900155475.1	483.0036786738064	-884.5868567361349	PXM	gamma	PXM	Gammaproteobacteria
GCA_004299145.1	-59.60664432804882	-877.2458261551121	PMO	gamma	PMO	Gammaproteobacteria
GCA_002928745.1	-155.79538473154798	-922.63312829896	PMO	gamma	PMO	Gammaproteobacteria
GCA_018830325.1	371.1736294434352	-766.3706457424047	PMO	gamma	PMO	Gammaproteobacteria
GCA_016874115.1	-38.26434269166654	-497.2561014826736	PMO	gamma	PMO	Gammaproteobacteria
GCA_009695535.1	-369.4086806241464	-508.5342946875604	PMO	gamma	PMO	Gammaproteobacteria
GCA_002929015.1	-50.59272542810075	-489.9828290484173	PMO	gamma	PMO	Gammaproteobacteria
GCA_002928855.1	37.38274174216176	-533.5133735765647	PMO	gamma	PMO	Gammaproteobacteria
GCA_016925495.1	456.45507755967856	-729.9535254224683	PMO	gamma	PMO	Gammaproteobacteria
GCA_009498235.1	107.82142114711664	-900.8743097879172	PMO	gamma	PMO	Gammaproteobacteria
GCA_013141375.1	174.42924473518838	-699.7182368551693	PMO	gamma	PMO	Gammaproteobacteria
GCA_002929135.1	43.59032396941407	-534.9579509896389	PMO	gamma	PMO	Gammaproteobacteria
GCA_002928995.1	-293.4040123257764	540.7400802165225	PMO	gamma	PMO	Gammaproteobacteria
GCA_902806695.1	271.451692829794	-692.9402564193011	PMO	gamma	PMO	Gammaproteobacteria
GCA_004299465.1	-65.3418594727272	-933.5689041041912	PMO	gamma	PMO	Gammaproteobacteria
GCA_002928495.1	-241.99846162313867	-907.5448667776828	PMO	gamma	PMO	Gammaproteobacteria
GCA_002256465.1	-461.451641943448	547.5940151713746	PMO	gamma	PMO	Gammaproteobacteria
GCA_016919605.1	-362.74221912248447	-724.8777093448547	no	gamma	no	Gammaproteobacteria
GCA_002929035.1	134.08149629965283	-885.5627074432068	PMO	gamma	PMO	Gammaproteobacteria
GCA_002928935.1	11.57977360897727	-515.7409874473075	no	gamma	no	Gammaproteobacteria
GCA_013140465.1	-176.57468036922944	-911.0704378921342	PMO	gamma	PMO	Gammaproteobacteria
GCA_002928895.1	-16.82254718449525	-477.5017706516335	no	gamma	no	Gammaproteobacteria
GCA_012769535.1	121.22550322831088	-633.5939585488458	PMO	gamma	PMO	Gammaproteobacteria
GCA_002256735.1	-625.9862050788447	-685.1965236624136	PMO	gamma	PMO	Gammaproteobacteria
GCA_000008325.1	98.72677313368642	-653.9065905523743	PMO	gamma	PMO	Gammaproteobacteria
GCA_900163745.1	-186.6889266963213	-748.664409004174	PXM	gamma	PXM	Gammaproteobacteria
GCF_009828925.1	230.4809680995368	-822.0410311619166	no	gamma	no	Gammaproteobacteria
GCA_002928915.1	-113.47459390869982	-868.8298616817837	PMO	gamma	PMO	Gammaproteobacteria
GCA_007280895.1	15.22330243286733	-567.0357662272336	PMO	gamma	PMO	Gammaproteobacteria
GCF_903064685.1	358.4459241095581	-1033.6555863496476	no	gamma	no	Gammaproteobacteria
GCA_002083615.1	307.7186479730007	-849.8452747030872	PXM	others	PXM	U. Proteobacteria
GCA_007135635.1	-233.53340347102213	-820.3976933888139	no	gamma	no	Gammaproteobacteria
GCF_003932755.1	182.9787010861156	-862.5030477590886	no	gamma	no	Gammaproteobacteria
GCA_009925045.1	-271.8414224837007	-588.7729318780118	PMO	gamma	PMO	Gammaproteobacteria
GCA_000496735.2	220.20880059072672	-690.8191548742935	PMO	gamma	PMO	Gammaproteobacteria
GCA_013141155.1	-56.30529595905576	-844.8707204719967	PXM	gamma	PXM	Gammaproteobacteria
GCA_014859425.1	-92.06743534159968	-999.2690103624508	no	gamma	no	Gammaproteobacteria
GCA_002134785.1	-24.95380317881541	-833.5747955188788	PMO	gamma	PMO	Gammaproteobacteria
GCF_000424685.1	109.43811983773703	-627.3782411541736	no	gamma	no	Gammaproteobacteria
GCA_013140705.1	264.8290852876135	-794.3668418755992	PXM	gamma	PXM	Gammaproteobacteria
GCA_003584895.1	-80.47926384163092	-515.9081158239208	no	gamma	no	Gammaproteobacteria
GCA_013140405.1	-165.13280426948953	-793.8098092462402	PMO	gamma	PMO	Gammaproteobacteria
GCA_903916225.1	-482.7973520664459	-722.7371766066449	no	gamma	no	Gammaproteobacteria
GCA_016784875.1	-229.26224528952136	-872.0530184672133	PMO	gamma	PMO	Gammaproteobacteria
GCA_013141505.1	37.19907009446776	-652.5305959182472	PMO	gamma	PMO	Gammaproteobacteria
GCA_002256685.1	-255.49811887782724	-709.1487888000237	PMO	gamma	PMO	Gammaproteobacteria
GCA_903856835.1	-5.84772665615567	-713.3804513580753	no	gamma	no	Gammaproteobacteria
GCA_003584865.1	-414.6321998517468	-885.5221292547959	PMO	gamma	PMO	Gammaproteobacteria
GCF_000297615.1	95.33982146814031	-640.8030710826541	no	gamma	no	Gammaproteobacteria
GCA_013141335.1	-378.53807401315225	-839.1705777808844	PMO	gamma	PMO	Gammaproteobacteria
GCF_008632455.1	222.20662688507548	-905.436388201864	no	gamma	no	Gammaproteobacteria
GCA_903902605.1	-183.79156591426343	-794.4731011531392	no	gamma	no	Gammaproteobacteria
GCA_003584645.1	519.7279343520155	-1068.581008959002	PMO	gamma	PMO	Gammaproteobacteria
GCA_017833335.1	540.4249464842958	-941.4708977951226	PMO	gamma	PMO	Gammaproteobacteria
GCA_004363855.1	539.1504945571924	-906.7961665783632	PMO	gamma	PMO	Gammaproteobacteria
GCA_017832375.1	551.0657537556538	-963.6484942784632	no	gamma	no	Gammaproteobacteria
GCA_012959825.1	-293.76123516562853	-511.8799657534718	PMO	gamma	PMO	Gammaproteobacteria
GCA_017833355.1	540.4797492840758	-942.1837872759036	PMO	gamma	PMO	Gammaproteobacteria
GCA_002005105.1	541.1772599910339	-957.1382713878232	PMO	gamma	PMO	Gammaproteobacteria
GCA_009749305.1	543.7065574709507	-1064.5316965423715	PMO	gamma	PMO	Gammaproteobacteria
GCA_003666335.1	-232.39559595587087	-443.7291676377087	PMO	gamma	PMO	Gammaproteobacteria
GCA_903848195.1	-13.085075863115504	-724.6683358942541	no	gamma	no	Gammaproteobacteria
GCA_903902705.1	-23.56516462788479	-748.6527176699001	no	gamma	no	Gammaproteobacteria
GCA_903824905.1	-528.9371730908285	603.7546126885239	no	gamma	no	Gammaproteobacteria
GCF_016097405.1	59.01954687233247	-503.3333507743144	no	gamma	no	Gammaproteobacteria
GCA_006175985.1	72.15130291559038	-1006.4684436775964	PMO	gamma	PMO	Gammaproteobacteria
GCF_019285535.1	-108.91148302327602	-663.8255980025748	no	gamma	no	Gammaproteobacteria
GCF_019285555.1	-137.90261888466813	-783.244823610449	no	gamma	no	Gammaproteobacteria
GCA_012966345.1	-127.89991435044028	-461.4418675624044	PMO	gamma	PMO	Gammaproteobacteria
GCA_014859465.1	11.05842409996796	-1029.2080640160882	PMO	gamma	PMO	Gammaproteobacteria
GCA_016592635.1	88.63040777934837	-844.5939681272235	PMO	gamma	PMO	Gammaproteobacteria
GCF_019285575.1	78.09470824593961	-667.1871497338987	PMO	gamma	PMO	Gammaproteobacteria
GCA_015663695.1	-281.9090738290569	-500.2652525509586	PMO	gamma	PMO	Gammaproteobacteria
GCA_009692395.1	-366.9139836646829	-568.5514505889635	no	gamma	no	Gammaproteobacteria
GCA_018654675.1	-176.68821591129478	-596.6089323175404	PMO	gamma	PMO	Gammaproteobacteria
GCA_903905125.1	-636.2378144638132	706.6137596694979	no	gamma	no	Gammaproteobacteria
GCA_903915305.1	-541.0151848311027	673.9289049014152	no	gamma	no	Gammaproteobacteria
GCA_013139755.1	-224.91970812397687	-989.8782945048056	no	gamma	no	Gammaproteobacteria
GCA_018669355.1	-46.302251207036825	-524.0149737453759	no	gamma	no	Gammaproteobacteria
GCA_018672195.1	-72.18323742270309	-553.5579802854805	no	gamma	no	Gammaproteobacteria
GCA_003155565.1	-278.812661154194	-809.5276849483765	no	gamma	no	Gammaproteobacteria
GCA_000934725.1	448.5011492248286	-729.4599516041337	PXM	gamma	PXM	Gammaproteobacteria
GCA_002127725.1	594.631954507749	-1034.430887493354	PMO	gamma	PMO	Gammaproteobacteria
GCA_018668785.1	-28.99184646096692	-548.7281119097701	PMO	gamma	PMO	Gammaproteobacteria
GCA_015659575.1	-38.98772202926137	-564.2552096761459	PMO	gamma	PMO	Gammaproteobacteria
GCA_013138555.1	-395.6766183496583	-927.9075409232156	no	gamma	no	Gammaproteobacteria
GCA_012960135.1	-175.8827185123699	-635.7747546631094	PMO	gamma	PMO	Gammaproteobacteria
GCA_001447805.1	239.96209377770583	-381.6581692123955	no	gamma	no	Gammaproteobacteria
GCA_016583575.1	693.3230862096035	-802.5177434361124	no	gamma	no	Gammaproteobacteria
GCA_016653465.1	296.38232983933267	-1045.8656269976707	no	gamma	no	Gammaproteobacteria
GCA_905339385.1	-1091.8634561051667	-764.703979229004	no	gamma	no	Gammaproteobacteria
GCA_016841685.1	278.83082345000497	-438.1991853041255	no	gamma	no	Gammaproteobacteria
GCA_000754095.2	551.1421815511802	-239.84438111050443	no	gamma	no	Gammaproteobacteria
GCA_014191975.1	-120.71326470658532	-407.0297828433999	PMO	gamma	PMO	Gammaproteobacteria
GCA_016717535.1	-157.9661808498919	714.2957108764904	no	gamma	no	Gammaproteobacteria
GCA_016583745.1	-223.99784879351265	-540.1225808541255	no	gamma	no	Gammaproteobacteria
GCA_012939995.1	766.5476304252066	-532.7359694400528	no	gamma	no	Gammaproteobacteria
GCA_016710995.1	821.5346837276085	-576.231268087447	no	gamma	no	Gammaproteobacteria
GCA_903866365.1	127.76857057151685	-1135.348753795944	no	gamma	no	Gammaproteobacteria
GCA_016790045.1	-435.8850997039365	-1020.2869585961216	no	gamma	no	Gammaproteobacteria
GCA_014762505.1	270.19346828023686	-221.1551870335106	no	gamma	no	Gammaproteobacteria
GCA_010030305.1	-358.85205561932287	-696.1660848948297	PMO	gamma	PMO	Gammaproteobacteria
GCA_009922685.1	-154.94118909208967	-702.1584089924341	PMO	gamma	PMO	Gammaproteobacteria
GCA_016699715.1	77.02462140072782	585.3507182249526	no	gamma	no	Gammaproteobacteria
GCA_003932505.1	241.64403628283264	-337.78855422471776	no	gamma	no	Gammaproteobacteria
GCA_016722145.1	797.5763625558744	-465.61613746471374	no	gamma	no	Gammaproteobacteria
GCA_016721845.1	-114.27273370023572	-947.546136479047	no	gamma	no	Gammaproteobacteria
GCA_009922305.1	-166.45128133738623	-717.8199474189834	PMO	gamma	PMO	Gammaproteobacteria
GCA_009927345.1	-148.79177164687542	-716.4716385072555	PMO	gamma	PMO	Gammaproteobacteria
GCA_016583515.1	617.1316824222063	-565.4221799456639	no	gamma	no	Gammaproteobacteria
GCA_010029495.1	-385.9063875206419	-678.2022887286522	PMO	gamma	PMO	Gammaproteobacteria
GCA_018409545.1	338.34262744866345	-479.7241293906077	no	gamma	no	Gammaproteobacteria
GCA_903880745.1	-670.0240718217889	-762.3253276858965	no	gamma	no	Gammaproteobacteria
GCA_016868295.1	195.86503319720168	533.5341355571605	no	beta	no	Betaproteobacteria
GCA_000378945.1	792.2779478508488	36.91666395188402	no	beta	no	Betaproteobacteria
GCA_007556755.1	546.6176570105347	435.7586429670401	no	beta	no	Betaproteobacteria
GCA_016722385.1	-160.5197049969386	894.8310915035138	no	gamma	no	Gammaproteobacteria
GCA_006265115.1	599.8844941837427	-63.448175967385104	no	gamma	no	Gammaproteobacteria
GCA_004168015.1	-284.1943881788104	-1049.216164398408	PMO	gamma	PMO	Gammaproteobacteria
GCA_002009425.1	783.9477740907357	-669.3962812154837	no	gamma	no	Gammaproteobacteria
GCA_016714155.1	383.2394918878712	968.5628356461724	no	beta	no	Betaproteobacteria
GCA_016717425.1	275.777244690047	1055.2920774938004	no	beta	no	Betaproteobacteria
GCA_016706705.1	348.9595570532588	985.7931561980232	no	beta	no	Betaproteobacteria
GCA_903819745.1	-676.500155884953	741.725836973981	no	gamma	no	Gammaproteobacteria
GCA_903819575.1	-591.2807132965407	716.3710253210276	no	gamma	no	Gammaproteobacteria
GCA_008933795.1	724.8685913976346	-517.7749978822611	no	gamma	no	Gammaproteobacteria
GCA_007556605.1	412.6308813053514	440.11705828564936	no	beta	no	Betaproteobacteria
GCA_014193085.1	967.7047033969376	992.6449897940666	no	beta	no	Betaproteobacteria
GCA_009996705.1	323.9355139810491	-154.99262789235027	PMO	gamma	PMO	Gammaproteobacteria
GCA_000612685.1	469.0924602847827	1059.337260865715	no	beta	no	Betaproteobacteria
GCA_900113225.1	963.0116946232832	973.6439057295502	no	beta	no	Betaproteobacteria
GCA_016721015.1	-58.65675426888977	783.7174045802982	no	gamma	no	Gammaproteobacteria
GCA_011051655.1	35.270926346878134	-378.1312303206831	no	gamma	no	Gammaproteobacteria
GCA_016708385.1	1002.850133615378	208.55510205075225	no	beta	no	Betaproteobacteria
GCA_016715515.1	400.2200355867652	957.61624359083	no	beta	no	Betaproteobacteria
GCA_016717385.1	387.7641754683635	962.4620147990366	no	beta	no	Betaproteobacteria
GCA_903848855.1	-712.566415366097	-839.8360624233435	no	gamma	no	Gammaproteobacteria
GCA_014193075.1	967.7051397273716	992.644535312226	no	beta	no	Betaproteobacteria
GCA_016629505.1	370.8152103966103	-362.28908302128445	no	gamma	no	Gammaproteobacteria
GCA_016584135.1	525.5026611117481	-578.0056669310773	no	gamma	no	Gammaproteobacteria
GCA_014201555.1	-210.18067631359008	-992.0410711857312	no	gamma	no	Gammaproteobacteria
GCA_003024235.1	-54.34567466978381	647.7524862293633	no	gamma	no	Gammaproteobacteria
GCA_008386465.1	-32.02651731853953	587.2841235200192	no	gamma	no	Gammaproteobacteria
GCA_009617575.1	388.7753279266982	278.79817129553777	no	beta	no	Betaproteobacteria
GCA_013385175.1	13.879847432888644	703.4027900539754	no	gamma	no	Gammaproteobacteria
GCA_001571105.1	1358.8104397471734	-362.08857778122047	no	gamma	no	Gammaproteobacteria
GCA_016703845.1	399.8435582843192	974.8960503060044	no	beta	no	Betaproteobacteria
GCA_016720425.1	360.6623780759962	980.6157645805904	no	beta	no	Betaproteobacteria
GCA_016707015.1	959.4407075705562	222.2445961872355	no	beta	no	Betaproteobacteria
GCA_001051235.2	757.8145355494602	-436.805564778024	no	gamma	no	Gammaproteobacteria
GCA_003604195.1	686.1996095682657	487.3178002716378	no	beta	no	Betaproteobacteria
GCA_014635845.1	474.3767936319679	324.1328787603795	no	beta	no	Betaproteobacteria
GCA_007997345.1	630.3057220307336	1113.494322440614	no	beta	no	Betaproteobacteria
GCA_015485075.1	-301.95013355385186	497.502560069961	no	gamma	no	Gammaproteobacteria
GCA_016858125.1	761.3525840673882	166.19323303950853	no	beta	no	Betaproteobacteria
GCA_011250475.1	660.5304011056678	126.66326045822044	no	beta	no	Betaproteobacteria
GCA_011470035.1	1249.2056535083675	-423.20614266339487	no	gamma	no	Gammaproteobacteria
GCA_003367315.1	110.47826193189124	1213.9001695595573	no	gamma	no	Gammaproteobacteria
GCA_016715145.1	803.1715071216727	-470.0738050861096	no	gamma	no	Gammaproteobacteria
GCA_016719985.1	192.08795702931536	822.1682907231121	no	gamma	no	Gammaproteobacteria
GCA_015490705.1	-97.50146920519614	-239.74394647751956	no	gamma	no	Gammaproteobacteria
GCF_000421465.1	116.37320343219538	-713.5927817305718	no	gamma	no	Gammaproteobacteria
GCA_014197755.1	626.9172574011278	107.2554137163916	no	beta	no	Betaproteobacteria
GCA_016764655.1	30.25609928693114	688.0385105669146	PMO	gamma	PMO	Gammaproteobacteria
GCA_003526045.1	-396.50444977853823	-905.4481107732378	PMO	gamma	PMO	Gammaproteobacteria
GCA_002162815.1	54.69722057799988	548.9701897842	PMO	gamma	PMO	Gammaproteobacteria
GCA_016708925.1	-89.19905098722161	624.852894943845	PMO	gamma	PMO	Gammaproteobacteria
GCA_016718945.1	453.617137374366	-201.41978505143487	PMO	gamma	PMO	Gammaproteobacteria
GCA_017996755.1	624.1270272810767	658.3727527230049	no	beta	no	Betaproteobacteria
GCA_903864295.1	1168.5853854074323	880.7569095601656	no	beta	no	Betaproteobacteria
GCA_903899515.1	1168.8866395023456	867.6640057002569	no	beta	no	Betaproteobacteria
GCA_000282995.1	365.1864974592559	624.3006136477132	no	beta	no	Betaproteobacteria
GCA_016712905.1	445.2456488504187	-194.52732676430952	PMO	gamma	PMO	Gammaproteobacteria
GCA_017996695.1	461.7323437204619	708.1681098120475	no	beta	no	Betaproteobacteria
GCA_001772135.1	1280.8634092627915	640.1162663996411	EMO	beta	EMO	Betaproteobacteria
GCA_001770905.1	1216.4739933641447	680.1966699886109	EMO	beta	EMO	Betaproteobacteria
GCA_001770895.1	1168.8119460038415	731.2125903766744	PMO	beta	PMO	Betaproteobacteria
GCA_016185015.1	656.0405064783275	526.9051922317846	no	beta	no	Betaproteobacteria
GCA_017849015.1	445.8077813700914	558.1330203862473	no	beta	no	Betaproteobacteria
GCA_002162755.1	241.4996646233608	354.2660284152246	PMO	gamma	PMO	Gammaproteobacteria
GCA_001476815.1	1030.9988000011251	832.7959345350342	no	beta	no	Betaproteobacteria
GCA_017307865.1	561.0364663463799	825.4086395772252	no	beta	no	Betaproteobacteria
GCA_017992055.1	1166.0241128312766	661.6600982725425	no	beta	no	Betaproteobacteria
GCA_001432305.1	587.1974944188858	541.356804906798	no	beta	no	Betaproteobacteria
GCA_017302725.1	-453.5268745753124	-894.4347186997917	no	beta	no	Betaproteobacteria
GCA_018903185.1	-173.21198953711564	1160.859093587969	no	gamma	no	Gammaproteobacteria
GCA_000576245.1	-197.5290690878381	1225.1152425945702	PMO	beta	PMO	Betaproteobacteria
GCA_003217575.1	563.6115158864931	669.5578395991404	no	beta	no	Betaproteobacteria
